ID|Title|Principal Investigator|Abstract|Justification|Target Object|Start Date|End Date|Status
526|Alert Notice 526: Monitoring of LS IV -14 116 in support of upcoming satellite observations|Prof. Simon Jeffery|[Prof. Simon Jeffery](http://www.arm.ac.uk/~csj/) (Armagh Observatory; Trinity College Dublin) has requested photometric monitoring of the pulsating helium and zirconium-rich hot subdwarf LS IV -14 116 in support of upcoming HST and VLT/UVES spectroscopy. AAVSO observations will supplement photometry due to be obtained with the SAAO 1.0-m and IAC 0.8-m telescopes from 18 August to 2 September 2015. Photometry is requested beginning immediately through 2 September.|The star shows at least 5 independent pulsation frequencies. The objective of these observations is to resolve the frequencies, to measure their amplitudes, and also to measure the amplitude of any colour variations, so as to set the high-resolution spectroscopy and ultraviolet spectrophotometry into context.|LS IV -14 116|2015-08-20|2015-09-02|Archived
527|Alert Notice 527: 17 Cataclysmic variables to be observed by William Herschel Telescope|Roque Ruiz-Carmona|Roque Ruiz-Carmona has requested AAVSO assistance with his campaign to observe 17 cataclysmic variables (CVs) with the William Herschel Telescope (WHT).|In order for WHT to observe each of the targets safely and to maximize the science value of the observations obtained, it is essential to know whether they are in outburst or quiescence. One image of every target should be obtained between 31 August 17:00UT and 1 September 17:00 UT and between 1 September 17:00UT and 2 September 17:00 UT.|OT J012059.6+325545; AY Psc; BG Ari; CSS 101214:021308+184416; CP Eri; V344 Lyr; V1504 Cyg; SDSS J204817.85-061044.8; QT Aqr; QU Aqr; CSS 110513:210846-035031; PNV J21095047+1348396; VZ Aqr; SDSS J220553.98+115553.7; V521 Peg; V367 Peg; NSV 14652|2015-08-31|2015-09-02|Archived
505|Alert Notice 505: Monitoring of Northern dwarf novae for radio jets|Ms. Deanne Coppejans|Ms. Deanne Coppejans and colleagues have requested AAVSO observer assistance in monitoring several dwarf novae in support of their campaign to observe them in outburst with the Very Large Array (VLA) to search for radio jets. They will observe 5 targets from the proposed list. The campaign will begin now and run through September 2015, or until all five VLA triggers have been used, whichever comes first.|The relation between accretion and outflow is one of the basic problems in modern astrophysics. It has long been thought that CVs are the only accreting systems that do not produce jets, and this notion has even been used to constrain jet models. These observations will decide if either CVs do show jets and thus support a universal link between accretion and ejection, or if they do not show jets, further constraining future jet models.|RX And; U Gem; YZ Cnc; SU UMa; Z Cam; SY Cnc; EX Dra; EM Cyg; AB Dra|2014-10-24|2015-09-30|Archived
528|Alert Notice 528: Nova Sagittarii 2015 Number 3 = PNV J18033275-2816054|Koichi Itagaki|Discovery of Nova Sgr 2015 No. 3 = PNV J18033275-2816054 [V5669 Sgr] and request for observations|Investigation of a nova discovered in Sagittarius|Nova Sgr 2015 No. 3; PNV J18033275-2816054; V5669 Sgr|2015-09-29|2015-09-30|Archived
530|Alert Notice 530: Nova Aquilae 2015 = ASASSN 15-qd = PNV J19215012+1509248|N/A|Discovery and observations of Nova Aquilae 2015 = ASASSN 15-qd = PNV J19215012+1509248 [V1831 Aql].|Originally reported as a U Gem-type dwarf nova, ASASSN-15qd was reclassified as a highly reddened classical nova.|V1831 Aql|2015-10-08|2015-10-09|Archived
531|Alert Notice 531: Nova Ophiuchi 2015 Number 2 = TCP J17344775-2409042 [V2949 Oph]|Koichi Nishiyama; Fujio Kabashima; Shigehisa Fujikawa|Discovery of Nova Oph 2015 No. 2 = TCP J17344775-2409042 [V2949 Oph] and observations of its evolution.|This nova is faint, but observations of all types (visual, CCD, DSLR, spectroscopy) as instrumentation permits are strongly encouraged as this nova evolves.|TCP J17344775-2409042 [V2949 Oph]|2015-10-14|2015-10-15|Archived
534|Alert Notice 534: Nova Sgr 2015 No. 4 = PNV J18225925-1914148 [V5850 Sgr]|N/A|A new nova discovery by Shigehisa Fujikawa, Hideo Nishimura and Minoru Yamamoto. Observations of all types as this nova evolves are strongly encouraged. The nova is faint and the object is being assigned the name PNV J18225925-1914148.|N/A|PNV J18225925-1914148|2015-11-03|2015-11-04|Archived
533|Alert Notice 533: Coverage of V5668 Sgr (Nova Sgr 2015 No. 2) requested in support of HST spectroscopy|Dr. Peter Kuin|Multicolor monitoring of V5668 Sgr (Nova Sgr 2015 No. 2) in support of an upcoming spectroscopic observation with the Hubble Space Telescope Imaging Spectrograph (STIS).|The purpose of the requested monitoring is two-fold: to know the brightness of V5668 Sgr at the time of the STIS observation (B magnitude is most helpful), and to know the nova's optical behavior prior to the time of observation in order to provide the HST operators with a status report of its brightness 24 hours before the observation time so they can make a final decision about approving the observations. Dr. Kuin hopes the STIS high resolution spectrum will help determine the abundances and velocities of the different atomic and ionic species in the nova ejecta, and learn something new about the dust formation.|V5668 Sgr|2015-10-30|2015-11-13|Archived
529|Alert Notice 529: Observing campaign on 5 variables in Cygnus|Dr. George Wallerstein|Dr. George Wallerstein (University of Washington) has requested AAVSO assistance in monitoring 5 variable stars in Cygnus now through December 2015. He is working to complete the radial velocity curves for these stars, and needs optical light curves for correlation with the spectra he will be obtaining.|Dr. Wallerstein writes: "I need to know the time of max or min so I can assign a phase to each spectrum. Most classical cepheids are quite regular so once a time of max or min can be established I can derive the phase of each observation even if my obs are several cycles away from the established max or min. MZ Cyg is a type II cepheid and they are less regular than their type I cousins." SZ Cyg, X Cyg, VX Cyg, and TX Cyg are all classical Cepheids.|SZ Cyg; X Cyg; VX Cyg; TX Cyg; MZ Cyg|2015-10-01|2015-12-31|Archived
535|Alert Notice 535: R Aqr observing campaign|Dr. George Wallerstein|Ongoing visual, photometric, and spectroscopic observations of R Aqr about once every 10 days are requested, both to detect and observe the next eclipse and to continue the light curve of this star that has been in the AAVSO observing program for over a century.|R Aqr is an extremely interesting system. Its type is both Mira (M) and symbiotic (ZAND) - it is a close binary system consisting of a hot star and a late-type star (the Mira), both enveloped in nebulosity. As a result, the very interesting light curve shows not only the Mira pulsation but also complex eclipse behavior as the two stars interact. The period of Mira variation is 387.0 days; the eclipse period is 43.6-44 years. The cause of the eclipse is unknown; several theories have been proposed, including a focused accretion stream, a disk or cloud around the secondary, and a triggered mass loss that produces an opaque cloud. Careful investigation of this upcoming event should help to resolve this question.|R Aqr|2016-01-19|2016-01-20|Archived
536|Alert Notice 536: SS Cyg monitoring requested for radio campaign|Dr. James Miller-Jones|Dr. James Miller-Jones and an international team are aiming to use the e-MERLIN array of radio telescopes (7 antennas spread across the UK) to observe the next outburst of the dwarf nova SS Cygni.|The radio emission in SS Cyg occurs early in the outburst, so it is essential to know when the outburst is beginning in order to trigger the multi-site radio observations. If the outburst cannot be detected early enough, the radio observations will not be triggered, but will be held for a later outburst.|SS Cygni|2016-02-08|2016-02-09|Archived
537|Alert Notice 537: Observations of a secondary eclipse of b Persei requested|Dr. Donald F. Collins; Dr. Robert Zavala; Jason Sanborn|Request high time-resolution observations of the bright eclipsing star b Persei during an expected secondary eclipse of the third star of the system as it is expected to pass behind the close orbiting stars of the system in the two weeks centered on March 7, 2016.|More observations of the eclipses by a worldwide distribution of observers are extremely valuable to learn the relative sizes and luminosities of each of the three stars as we obtain more continuous coverage of the events.|b Persei|2016-03-01|2016-03-02|Archived
540|Alert Notice 540: Secondary eclipse of b Persei is underway|Dr. Donald F. Collins|The anticipated secondary eclipse of b Per is underway, according to information from campaign astronomer Dr. Donald F. Collins. The light curve of b Persei that shows the drastic dip in brightness tonight. We expect several ingress and egress events for the duration, and a single eclipse could last less than 24 hours. Wide world coverage is needed.|High-resolution time-series observations in V should continue at least one week after the eclipse is over and b Per has returned to maximum.|b Persei; HIP 20070; SAO 29531; HR 1324; HD 26961|2016-03-10|2016-03-11|Archived
541|Alert Notice 541: V3661 Ophiuchi = Nova Oph 2016 = PNV 17355050-2934240|N/A|Event : Nova in Ophiuchus. The nova was independently discovered by Minoru Yamamoto and Yuji Nakamura. The discovery magnitude was approximately ~10.6 and the discovery date was 2016 March 11.80-11.82 UT. Spectroscopy obtained indicates the object as a nova. The nova is somewhat faint, but observations of all types (visual, CCD, DSLR, spectroscopy) as instrumentation permits are strongly encouraged as it evolves.|N/A|V3661 Oph|2016-03-11|2016-03-12|Archived
538|Alert Notice 538: Observations of V694 Mon (MWC 560) requested for Chandra campaign|Dr. Jeno Sokoloski (Columbia University) and Mx. Adrian Lucy (graduate student, Columbia University)|Observations of the jet-driving symbiotic star V694 Mon (MWC 560), which is in outburst, requested for to investigate the state of the inner accretion disk during this outburst.|Observations requested to probe the structure of the inner disk. Potential to see the re-formation of the inner accretion disk following jet ejection over the next couple months.|V694 Mon; MWC 560|2016-02-26|2016-04-30|Archived
543|Alert Notice 543: 20 Cataclysmic variables to be observed by William Herschel Telescope|Roque Ruiz-Carmona|The Netherlands) has requested AAVSO assistance with his campaign to observe a set of 20 cataclysmic variables (CVs) with the William Herschel Telescope (WHT) at La Palma TONIGHT. This campaign is identical in format to the ones successfully carried out by the AAVSO on his behalf in 2015.|In order for WHT to observe each of the targets safely and to maximize the science value of the observations obtained, it is essential to know whether they are in outburst or quiescence. To this end, the PI has requested our observers to obtain one image of each target on each of TWO separate nights so he may analyze them to determine the final observing list for WHT.|GP CVn; OV Dra; SDSS J143317.78+101123.3; SDSS J150137.22+550123.4; NZ Boo; OV Boo; SDSS J154453.60+255348.8; QZ Ser; BT CrB; V844 Her; SDSS J162520.29+120308.7; V592 Her; SDSS J164248.52+134751.4; V1239 Her; MASTER OT J172758.09+380021.5; V0344 Lyr; V1504 Cyg; SDSS J204817.85-061044.8; QT Aqr; QU Aqr|2016-05-24|2016-05-25|Archived
